article
"BANTING - Polis Diraja Malaysia (PDRM) menahan enam lelaki warga tempatan dipercayai terlibat dalam kejadian rusuhan di Jenjarom, di sini pada Khamis. Ketua Polis Daerah Kuala Langat, Superintenden Mohd Akmalrizal Radzi berkata, pihaknya menerima panggilan daripada seorang lelaki warga tempatan yang merupakan seorang doktor di Hospital Banting pada jam 10.50 malam, Khamis. Beliau berkata, doktor tersebut melaporkan menerima seorang pesakit lelaki warga tempatan mengalami kecederaan serius di bahagian kepala dan berada di Zon Merah, Hospital Banting. \"Sepasukan polis daripada Bahagian Siasatan Jenayah Ibu Pejabat Polis Daerah (IPD) Kuala Langat bersama Jabatan Siasatan Jenayah Ibu Pejabat Polis Kontinjen (IPK) Selangor telah menahan enam lelaki warga tempatan pada Jumaat, jam 2.30 pagi. \"Mereka yang ditahan berusia antara 25 hingga 53 tahun,\" katanya dalam satu kenyataan pada Jumaat. Kata beliau, semua yang ditahan direman selama tiga hari sehingga Ahad bagi tujuan siasatan lanjut dan pihak polis sedang giat mengesan suspek lain yang terlibat. Menurutnya, satu kertas siasatan telah dibuka di bawah Seksyen 148 Kanun Keseksaan. \"Pihak polis menasihatkan orang ramai supaya tidak membuat sebarang spekulasi yang boleh mengganggu siasatan.  \"Mana-mana individu yang mempunyai sebarang maklumat diminta tampil ke balai polis berdekatan atau menghubungi bilik gerakan IPD Kuala Langat di talian 03-31872222 bagi membantu siasatan,\" ujarnya."
