words,definition,pos_tag,freq_of_use,kata_dasar,kata_terbitan,num_variations
menteri,[menteri]  Definisi :1. ahli politik drpd parti pemerintah yg mengetuai sesuatu jabatan kerajaan ahli kabinet M~ Besar ketua kerajaan bagi sesebuah negeri yg beraja di Malaysia Ketua M~ ketua kerajaan bagi sesebuah negeri yg tidak beraja di Malaysia Perdana M~ ketua jemaah menteri ketua kabinet 2. sl pegawai tinggi spt penasihat raja dll: maka ialah raja yg mula-mula memperbuat bendahara yg memerintah segala ~ yg di bawah takhta kerajaannya 3.  mantri Id pangkat atau jawatan tertentu ~ cacar tukang cungkil ~ ukur juruukur 4. nama buah catur yg besar nilainya ~ dalam negeri menteri yg mengurus hal-hal dlm negeri ~ luar negeri menteri yg mengurus perhubungan dgn negeri-negeri asing ~ muda timbalan menteri ~ negara Id menteri yg tidak memegang kementerian tetapi diberi tugas yg penting kementerian 1. jabatan kerajaan yg diketuai oleh menteri: K~ Pendidikan 2. bangunan bagi jabatan kerajaan pejabat menteri 3. jawatan menteri.Kamus Dewan Edisi Keempat[menteri]  Definisi :1 ahli pemerintahan yg tertinggi ahli kabinet: ~ Besar ketua kerajaan sesebuah negeri yg beraja di Malaysia Ketua ~ ketua kerajaan sesebuah negeri yg tidak beraja di Malaysia Perdana ~ ketua jemaah menteri ketua kabinet. 2 nama buah catur yg paling berkuasa. kementerian 1 urusan atau jabatan yg dipegang oleh menteri: ~ Kesihatan. 2 pejabat menteri. 3 jawatan menteri.Kamus Pelajar Edisi Kedua,kata nama,High,menteri,kementerian,1
industri,[in.dus.tri]  Definisi :perusahaan biasanya secara besar-besaran utk membuat menghasilkan mengeluarkan barangan: negara itu mempunyai ~ yg maju ~ berat perusahaan yg mengeluarkan barangan atau bahan utk keperluan perusahaan lain ~ kecil dan sederhana perusahaan yg pusing ganti jualan tahunannya tidak melebihi RM25 juta dan jumlah pekerja tidak melebihi 150 orang ~ ringan perusahaan yg memerlukan modal kecil utk mengeluarkan barangan pengguna mengindustrikan menjadikan industri perindustrian perihal industri yg berkaitan dgn industri: negara ~ negara yg kehidupan sebahagian besar drpd penduduknya bergantung pd industri pengindustrian usaha kegiatan proses mendirikan dan memajukan perusahaan.Kamus Dewan Edisi Keempat[in.dus.tri]  Definisi :1 perusahaan secara besar-besaran: negara ~ negara yg mendapat hasil yg banyak drpd industri-industrinya. 2 perusahaan kerajinan tangan atau kerja tangan. perindustrian hal mengenai industri. ~ desa perusahaan yg dilakukan di rumah spt membuat bahan-bahan anyaman tembikar songket.Kamus Pelajar Edisi Kedua,kata nama,High,industri,-,0
minyak,[mi.nya]  Definisi :cairan yg tidak boleh bercampur dgn air diperoleh drpd tumbuh-tumbuhan binatang ataupun lombong lemak yg cair ~ angin sj ubat utk menyembuhkan pening kepala sakit perut dll yg diperbuat drpd campuran beberapa bahan ~ atar sj minyak wangi berasal dr negara Timur Tengah ~ babi cairan lemak babi ~ bakar Id minyak utk menjalankan enjin kapal dll ~ bata minyak yg diperbuat drpd buah suntai boleh dimakan ~ benzin minyak utk menggerakkan jentera dll ~ bumi beberapa jenis minyak yg dilombong dr bumi ~ cat minyak utk mencairkan cat ~ cenduai sj minyak guna-guna utk menarik hati perempuan ~ diesel minyak yg digunakan utk enjin diesel ~ galian minyak bumi ~ gas  ~ tanah minyak yg mudah terbakar dipakai utk lampu dll ~ goreng minyak utk goreng-menggoreng ~ gosok minyak yg digunakan utk mengurut ~ hitam a minyak yg agak pekat utk melicinkan perjalanan enjin b  ~ tar sj minyak yg diperoleh dlm arang batu dan digunakan utk membuat jalan raya mengawet kayu dll ~ ikan minyak drpd lemak ikan paus dsb ~ jarak kelapa zaitun dll minyak yg dibuat drpd buah jarak kelapa zaitun dll ~ kacang minyak yg diperoleh drpd kacang tanah biasanya digunakan dlm masakan produk farmaseutikal sabun dsb ~ kelapa minyak yg diperoleh drpd isi kelapa dan digunakan utk masakan membuat sabun dsb ~ kelung air atau cairan yg keluar dr pipi gajah yg sedang naik berahi ~ kelonyor sj minyak yg harum dan mudah meruap eau de Cologne ~ lincir Id ~  ~ pelicin minyak utk melicinkan perjalanan mesin dll ~ linsid minyak berwarna perang dan mudah terbakar yg diekstrak drpd biji flaks digunakan dlm pembuatan cat dakwat pencetak linoleum varnis dsb ~ masak minyak spt minyak kelapa dan minyak sawit yg digunakan utk memasak atau menggoreng makanan ~ mentah minyak yg dilombong dan belum diolah lagi ~ mineral minyak yg diperoleh drpd penyulingan petroleum yg digunakan sbg pelincir pelembab dan dlm perubatan ~ pati minyak yg diekstrak drpd tumbuhan dan mempunyai bau atau perisa tumbuhan tersebut biasanya digunakan dlm membuat minyak wangi sbg perisa dsb ~ parafin minyak tanah ~ pekat Id salap ~ pelincir minyak utk melicinkan atau melancarkan pergerakan bahagian-bahagian enjin ~ perlu campuran alkohol ester aldehid keton dll yg diekstrak drpd bahagian tumbuhan spt bunga daun atau kayu dan digunakan utk membuat minyak wangi dan perisa makanan ~ petrol minyak utk menjalankan enjin dll ~ rambut minyak utk melicinkan rambut ~ regular  ~ biasa minyak petrol tanpa plumbum yg mempunyai kadar oktana yg rendah ~ sapi  ~ samin sj minyak yg diperbuat drpd susu lembu dll ~ sawit minyak yg diperoleh drpd buah kelapa sawit dan digunakan utk masakan membuat sabun dsb ~ sayur minyak yg diperoleh drpd tumbuhtumbuhan dan digunakan utk memasak membuat majerin dsb ~ super minyak petrol tanpa plumbum yg mempunyai kadar oktana yg tinggi ~ tetap minyak lemak yg tidak meruap yg diperoleh drpd sayur-sayuran atau haiwan dan digunakan utk membuat bahan pelincir sabun dsb ~ wangi  ~ raksi minyak yg berbau harum bau-bauan ~ dgn air adakah bercampur prb orang yg bermusuhan atau yg tidak sehaluan mustahil dapat dicampurkan jadi satu ~ duyung perendang duyung  ~ kita juga yg digo-rengkannya prb seseorang telah berbuat budi atau kebaktian kpd seorang raja atau orang kaya dgn menggunakan kekayaan orang itu sendiri ~ habis sambal tak enak prb kekecewaan dlm perjodohan anak dgn menantu licin kerana ~ berminta elok kerana kain berse-lang prb sindiran utk merendahkan seseorang yg angkuh atau sombong kerana harta atau barang yg dipinjam memasukkan ~ tanah prb menyalakan marah orang menghasut supaya perselisihan makin hebat sesudah arang-arang hendak ~ pula prb sesudah mengotorkan nama orang sekarang hendak bermanis-manis pula dgn orang itu berminyak 1. mengandungi minyak berisi minyak berlemak mengeluarkan minyak: ikan yg ~ mengandungi zat vitamin A dan D 2. memakai minyak: rambutnya kering dan kasar tidak ~ ~ air mukanya ki nampak berseri mukanya kerana gembira dll pandai ~ air ki a pandai berkata-kata utk mencapai sesuatu maksud b pandai berpura-pura bermuka-muka c pandai menggunakan sesuatu yg sebenarnya kurang baik ~ biar lecak  mati-mati ~ biar licin prb tiap-tiap pekerjaan janganlah kepalang biarlah sampai pd akhir kesudahannya ~ tak licin prb alang kepalang tanggung-tanggung meminyaki memberi berminyak membubuh minyak pd melumuri dgn minyak: ia sibuk ~ segala bahagian jentera yg bergerak perminyakan perihal minyak perlombongannya dll sakramen ~ Id sj upacara bersembahyang utk orang yg hampir akan mati Roman Katolik.Kamus Dewan Edisi Keempat[mi.nya]  Definisi : ~ beruk betina putih sj tumbuhan pokok dedali paya Xanthophyllum curtisii rumput ~ sj tumbuhan rumpai Cynodon dactylon rumput ~ sj tumbuhan rumpai rumput sepat Daemonorhops augustifolius rumput ~ sj tumbuhan rumpai Isachne globosa.Kamus Dewan Edisi Keempat[mi.nya]  Definisi :cairan yg diperoleh drpd lemak binatang tumbuh-tumbuhan lombong dll dan tidak akan bercampur dgn air lemak yg cair. ~ angin minyak utk menyembuhkan pening kepala sakit perut dll. ~ babi cairan lemak babi. ~ benzin minyak utk menjalankan jentera. ~ cenduai minyak guna-guna utk memikat hati orang. ~ diesel minyak yg digunakan utk enjin diesel. ~ galian minyak yg diperoleh dr bumi. ~ gas tanah minyak yg mudah terbakar dan digunakan utk lampu dll. ~ goreng minyak yg digunakan utk menggoreng. ~ hitam a. minyak yg agak pekat utk melicinkan perjalanan enjin. b.  ~ tar minyak yg diperoleh drpd arang batu dan digunakan utk membuat jalan. ~ ikan minyak drpd lemak ikan. ~ jarak kelapa zaitun minyak yg didapat drpd buah jarak kelapa zaitun. ~ mineral minyak yg diperoleh drpd penyulingan petroleum yg digunakan sbg pelincir pelembab dan dlm bidang perubatan. ~ parafin minyak tanah. ~ pati minyak yg dikeluarkan diperah dsb dr tumbuhan yg mempunyai bau atau perisa tumbuhan tsb biasanya digunakan dlm membuat minyak wangi sbg perisa dsb. ~ pelicin pelincir minyak utk melicinkan perjalanan mesin jentera dll. ~ petrol minyak utk menjalankan enjin. ~ rambut minyak utk melicinkan rambut. ~ sapi minyak yg dibuat drpd susu lembu. ~ sayur minyak yg diperoleh drpd tumbuh-tumbuhan dan digunakan utk memasak membuat marjerin dsb. berminyak 1 ada minyak pdnya mengeluarkan minyak berlemak: Ikan terubuk yg dipanggang itu ~. 2 memakai minyak: Rambutnya sentiasa ~. meminyaki menyapu atau melumuri dgn minyak memberi berminyak: Minyak itu dicampurkan dgn petrol utk ~ bahagian enjin yg bergerak.Kamus Pelajar Edisi Kedua,kata nama,High,minyak,meminyaki,1
mengenai,[me.nge.na.i]  Definisi :1. kena pd matlamat sasaran dll: maka peluru meriam itu pun datang ~ segala orang Melaka ada yg putus lehernya diparangnya segala tombak itu habis putus-putus sebilah pun tiada ~ dia 2. menyentuh bergesel dgn sesuatu: hendaklah berhati-hati supaya wayar elektrik itu tidak ~ besi itu 3. berkenaan berkaitan berhubungan dgn tentang: dlm buku kecil itu terdapat catatan-catatan penting ~ beberapa perkara mereka mencari suatu penyelesaian ~ masalah tersebut 4. menimpa: penyakit campak ini lebih kerap ~ kanak-kanak drpd orang dewasa 5. Mn bp bersetubuhKamus Dewan Edisi Keempat[me.nge.na.i]  Definisi :1 kena pd yg dituju: Batu yg dihumbankannya ~ kepala orang yg lalu di situ. 2 berkaitan dgn berhubungan dgn bersabit tentang: Mereka mencari suatu penyelesaian ~ perkara tsb.Kamus Pelajar Edisi Kedua,kata kerja,Moderate,kena,"mengena, kena-mengena, mengenai, mengenakan, mengena-ngenakan, terkena",6
maju,[ma.ju]  Definisi :1. bergerak ke muka mara melangkah ke hadapan mengasak ke hadapan tentera dll: guru menyuruh murid-murid yg bertutur itu supaya ~ sedikit tentera Jepun sedang bergerak ~ ke selatan 2. bertambah baik keadaannya dlm pelajaran perniagaan dll: perusahaan Pak Ali kelihatannya ~ bagai-mana hendak ~ kalau engkau malas belajar 3. tinggi tamadunnya peradabannya taraf hidupnya dll: negeri-negeri yg telah ~ spt Jepun patut membantu negeri-negeri lain di Asia yg masih mundur 4. Id lulus dlm peperiksaan ujian: siapa bilang aku ~ dlm ujian itu ~ mundur bertambah baik ataupun buruk maju atau mundur memajukan 1. menyorong menolak menggerakkan ke hadapan: tolong majukan se-dikit tikar itu 2. meninggikan taraf hidup ekonomi dll memperluas memperkembangkan perdagangan perusahaan ilmu pengetahuan dll: kerajaan telah berjanji hendak ~ ekonomi rakyat di pantai Timur segala langkah telah diambil utk ~ perusahaan kelapa sawit di negeri ini 3. menjadikan lebih baik sempurna dll membaiki memperelokkan: ahli fizik bangsa Jerman Planck telah ~ teori kuantum dlm tahun 1910 4. membawa ke tengah bantahan usul permintaan dll utk dipertimbangkan dsb mengemukakan pendapat dsb: setelah diper-setujui oleh jemaah menteri barulah rang undang-undang itu dimajukan ke Parlimen utk dibahaskan tuntutan yg dimajukan oleh kaum buruh ditolak oleh pihak majikan 5. Id membuat supaya lulus dlm peperiksaan meluluskan kemajuan perihal maju taraf hidup dll: ~ yg tercapai dlm masa sepuluh tahun ini dapat dibanggakan ~ material kemajuan yg berkaitan dgn aspek kebendaan spt kemajuan ekonomi ~ rohaniah kemajuan yg berkaitan dgn aspek kerohanian spt etika moral dsb pemajuan perihal atau perbuatan memajukan pemaju orang syarikat dsb yg memajukan membangunkan mengusahakan dsb sesuatu kawasan tanah dsb ~ perumahan orang atau syarikat yg membina rumah kediaman rumah kedai dsb di sesuatu kawasan utk dijual kpd orang ramai.Kamus Dewan Edisi Keempat[ma.ju]  Definisi :1 bergerak atau melangkah ke hadapan mara: Tuan-tuan sekalian dipersilakan ~ sedikit. 2 menjadi lebih baik keadaannya dll bertambah elok bertambah memuaskan: Kedainya makin ~. Dia ~ dlm pelajarannya. memajukan 1 menggerakkan atau menjalankan ke hadapan menyorong ke hadapan memarakan. 2 membuat supaya menjadi maju menjadikan lebih baik atau lebih sempurna memperbaik: Banyak sekali wang yg dikeluarkan utk ~ ilmu pengetahuan dan kesenian. 3 membawa sesuatu usul dll kpd pihak tertentu mengemukakan: Mereka telah ~ tuntutan-tuntutan mereka kpd pihak majikan melalui kesatuan. kemajuan keadaan maju ketinggian taraf dll. pemajuan usaha kegiatan dsb memajukan. pemaju orang pihak dsb yg memajukan: ~ perumahan.Kamus Pelajar Edisi Kedua,adjektif,Moderate,maju,"memajukan, kemajuan, pemaju",3
dan,-,-,-,-,-,0
gas,[gas]  Definisi :1. bahan spt udara bukan cecair dan bukan pepejal 2. gas yg dikeluarkan drpd batu arang dan mudah terbakar kilang ~ kilang yg mengeluarkan gas drpd arang 3. wap minyak benzin petrol lampu ~ lampu yg memakai gas utk nyalanya ~ adi  ~ lengai  ~ nadir Kim kumpulan gas helium neon argon kripton xenon dan radon yg tidak reaktif dan sangat stabil dr segi kimia ~ air mata  ~ pemedih mata gas yg menyebabkan mata pedih dan berair biasanya digunakan utk mengawal rusuhan ~ asli gas yg diperoleh dr kerak bumi ~ ketawa sj gas nitrus oksida yg digunakan sbg ubat pelali ~ petroleum cecair Kim gas butana atau propana yg dicecairkan secara tekanan dan disimpan di dlm tabung gas ~ sahih  ~ tak sempurna Kim gas yg mempunyai saiz tertentu dan terdapat daya tarikan di antara molekul-molekulnya iaitu gas yg tidak menunjukkan sifat gas unggul ~ sempurna  ~ unggul Kim gas hipotesis yg molekulmolekulnya dianggap terlalu kecil bergerak secara rawak dan tidak mempengaruhi satu sama lain.Kamus Dewan Edisi Keempat[gas]  Definisi :1 zat spt udara yg tidak menjadi cair atau beku pd suhu biasa. 2  ~ arang batu zat atau campuran zat yg bersifat spt udara yg mudah terbakar biasanya diperoleh drpd arang batu dan digunakan sbg bahan api. ~ asli jati gas yg wujud bersama enapan petroleum di bawah permukaan bumi. ~ ekzos gas yg keluar dr enjin pembakaran dalam melalui ekzos. ~ lengai gas yg tidak aktif dr segi kimia spt argon dan neon.Kamus Pelajar Edisi Kedua,-,-,-,-,0
yang,[yang]  Definisi :1. Lin kata penghubung utk menyatakan bahawa kata keterangan berikutnya dipentingkan atau menunjukkan kelainan: rumah ~ besar itu orang ~ sakit itu 2. Lin kata penghubung utk menyatakan bahawa katakata ayat berikutnya ialah penjelasan utk kata-kata sebelumnya: banyak orang ~ ingin bersalam dengannya 3. kata yg digunakan sbg kata penyerta kata yg menentukan kata benda kata sandang: ~ penting bagi kita ialah mengenai dasar ~ kaya sama kaya 4. sl adapun akan: ~ hutang tuan hamba sekati emas itu halallah dunia akhirat 5. bp kata peng-hubung utk menyatakan isi atau huraiankata ayat sebelumnya bahawa: mengertilah cikgu itu ~ pandangan itu bermaksud meminta nasihat Y~ Amat Arif rujukan kehormat utk Ketua Hakim Negara dlm situasi formal spt di mahkamah dsb Y~ Amat Berbahagia rujukan kehormat yg digunakan utk mereka yg bergelar Tun dan Toh Puan Y~ Amat Berhormat rujukan kehormat yg digunakan utk Perdana Menteri Timbalan Perdana Menteri dan Menteri Besar Y~ Amat Mulia rujukan kehormat yg digunakan utk Undang luak di Negeri Sembilan Y~ Arif rujukan kehormat yg digunakan utk Hakim pd situasi yg formal spt di mahkamah dsb Y~ Berbahagia rujukan kehormat yg digunakan utk mereka yg bergelar Tan Sri Puan Sri Datuk Seri Datin Seri Datuk Paduka Datin Paduka Dato Datuk dan Datin yg bukan wakil rakyat Y~ Berhormat rujukan kehormat yg digunakan utk Menteri Timbalan Menteri Yang Dipertua Dewan Negara Yang Dipertua Dewan Rakyat Yang Dipertua Dewan Negeri Ahli Dewan Rakyat Ahli Dewan Negara dan Ahli Dewan Undangan Negeri Y~ Berhormat Mulia rujukan kehormat yg digunakan utk Menteri Timbalan Menteri Yang Dipertua Dewan Negara Yang Dipertua Dewan Rakyat Yang Dipertua Dewan Negeri Ahli Dewan Rakyat Ahli Dewan Negara dan Ahli Dewan Undangan Negeri yg berketurunan raja Y~ Dipertua orang yg dilantik menjadi ketua sesuatu persatuan perkumpulan dll Y~ Dipertua Negeri gelaran utk ketua negeri bagi Melaka Pulau Pinang Sabah dan Sarawak Y~ Dipertuan gelaran utk raja yg memerintah sultan tuanku Y~ di-Pertuan Agong gelaran utk Ketua Negara Malaysia Y~ Maha Kuasa Tuhan Allah Y~ Maha Mulia rujukan kehormat utk sultan atau raja yg memerintah Y~ Mulia rujukan kehormat utk mereka yg bergelar Tengku Raja Syed Engku Ungku dan Datu Y~ Teramat Mulia rujukan kehormat utk keluarga diraja yg terdekat.Kamus Dewan Edisi Keempat[yang]  Definisi : yang-yang dewa beryang-yang membaca mantera memanggil dewa-dewa memuja dewa-dewa: maka tuan puteri pun mengambil gaharu cendana janggi dibakarnya sambil ~ Tuanku Malim Deman pun berangkatlah bersiram di dlm taman itu ~ mengamalkan sekalian ilmu hikmat kayangan tempat kediaman segala dewa keinderaan.Kamus Dewan Edisi Keempat[yang]  Definisi :1 kata utk mengasingkan sesuatu supaya jelas kelainannya: Telur ~ kecil di atas meja itu telur burung. 2 kata utk menentukan sesuatu sbg benda: ~ tinggi itu bangunan Parlimen. 3 kata yg menghubungkan benda dgn penerangnya: Rumah ~ baru dibelinya itu rumah batu. ~ Dipertua orang yg dilantik menjadi ketua sesuatu perkumpulan persatuan dll. ~ Dipertuan gelaran utk raja yg memerintah. ~ Maha Kuasa Tuhan Allah.Kamus Pelajar Edisi Kedua[yang]  Definisi :  yang-yang dewa. beryang-yang memuja dewa-dewa.Kamus Pelajar Edisi Kedua,-,-,-,-,0
agar,[a.gar]  Definisi :supaya semoga: awak harus bersekolah ~ pandai.Kamus Dewan Edisi Keempat[a.gar]  Definisi :dlm gelaran: Seri ~ Diraja.Kamus Dewan Edisi Keempat[a.gar]  Definisi :supaya: Kalau sakit selalulah makan ubat ~ lekas sembuh.Kamus Pelajar Edisi Kedua[a.gar]  Definisi : agar-agar 1 nama sj lumut laut Eucheuma spp.. 2 kuih yg dibuat drpd agar-agar 1.Kamus Pelajar Edisi Kedua,-,-,-,-,0
ke,-,-,-,-,-,0
di,-,-,-,-,-,0
negara,[ne.ga.ra]  Definisi :1 kumpulan masyarakat yg mendiami sesuatu kawasan mempunyai kedaulatan politik dan juga jentera pemerintahan: Kepentingan ~ lebih diutamakan drpd kepentingan perseorangan. 2 sesuatu kawasan yg didiami oleh masyarakat tsb: ~ Malaysia. ~ dunia ketiga negara-negara di Afrika Asia dan Amerika Latin secara berkumpulan yg dianggap masih mundur atau sedang membangun. ~ jiran  ~ tetangga negara yg berdekatan. ~ maju negara kaya yg sebahagian besar ekonominya bergantung pd industri dan penduduknya menikmati taraf hidup yg tinggi. ~ matahari terbit negara Jepun. ~ membangun negara yg sedang giat berusaha meningkatkan taraf hidup ekonomi dsb spt Malaysia. ~ perindustrian negara yg kekuatan dan kemajuan ekonominya berteraskan pelbagai industri. kenegaraan segala yg berkaitan dgn negara. negarawan orang yg mahir benar dgn cara-cara pemerintahan negara orang yg memegang tampuk pemerintahan sesebuah negara ahli negara.Kamus Pelajar Edisi Kedua,kata nama,High,negara,-,0
kerjasama,[ker.ja.sa.ma]  Definisi :1. kerja usaha dsb bersama-sama atau saling membantu antara dua atau beberapa pihak gotong-royong: ~ antara semua pihak yg terlibat amat perlu utk menjayakan projek ini 2. sumbangan pelbagai rupa bersifat bantuan tenaga sokongan persefahaman dll dr satu pihak kpd pihak yg lain utk faedah bersama: jabatan itu dapat bergerak dgn licin hanya jika ada ~ dr pihak orang ramai seseorang ketua memerlukan ~ drpd orang-orang bawahannya supaya segala yg diselenggarakan berhasil syarikat ~ syarikat yg dikendalikan bersama oleh ahliahlinya dgn cara saling membantu menyumbang dsb utk faedah bersama bekerjasama bekerja berbuat sesuatu bersama-sama atau dgn cara saling membantu menyumbang dsb bergotong-royong: mereka tidak dapat membuat satu-satu kerja dgn sempurna kalau tidak dgn ~.Kamus Dewan Edisi Keempat[ker.ja.sa.ma]  Definisi :kerja yg dibuat bersama-sama dan dgn tolong-menolong gotong-royong: Jabatan itu berjalan licin kerana ada ~ drpd masyarakat. bekerjasama bekerja bersama-sama dan tolong-menolong bergotong-royong.Kamus Pelajar Edisi Kedua,kata nama,High,kerjasama,bekerjasama,1
pihak,[pi.ha]  Definisi :1. belah sisi: ~ atas ~ bawah ~ kanan ~ kiri 2. arah hala jurusan: beberapa ekor kera yg besar datang dr segenap ~ mengelilinginya 3. salah satu drpd dua kumpulan golongan orang yg berlawanan dlm peperangan permainan politik dll: tidak diketahui ~ mana kawan dan ~ mana lawan 4. termasuk dlm kumpulan golongan yg berlawanan: nanti akan nyata siapa ~ kawan dan siapa ~ lawan 5. hal perkara pd ~ bkn hal ~ berikat  ~ bersekutu negara-negara yg bersekutu dlm perang dunia kedua Amerika Syarikat Inggeris dan Perancis ~ berkuasa golongan atau orang yg mempunyai kuasa pemerintah ~ berkuasa tempatan badan yg bertanggungjawab mentadbir dan mengurus kemudahan awam di sesebuah daerah bandar dsb mis Majlis Perbandaran dan Dewan Bandaraya dsb ~ kedua orang yg kedua yg disebutkan kemudian dlm perjanjian ~ ketiga a orang lain yg tidak serta dlm perjanjian b golongan lain yg tidak berpihak dlm persengketaan peperangan dll ~ pertama kesatu orang yg pertama yg disebutkan dahulu dlm perjanjian ~ sana kumpulan orang dll yg termasuk pihak lawan dll ~ sini kumpulan orang dll yg termasuk pihak kita sepihak sebelah pihak satu sisi pembatalan ~ pembatalan drpd satu pihak sahaja perjanjian dll berpihak memihak menyebelahi salah satu pihak memasuki salah satu kumpulan golongan: dia tidak ~ ke mana-mana ia memujuk saya supaya memihak kepadanya berpihak-pihak berpisah-pisah menjadi beberapa pihak berasing-asing bercerai-cerai memihakkan 1. memasukkan dlm salah satu pihak 2. mencerai-ceraikan menjadi beberapa pihak 3. mengesampingkan menyisikan pemihakan perihal memihak pd sesuatu kumpulan aliran: sumbangan utama al-Ghazali sebenarnya terletak pd ~nya kpd kelompok antifalsafah.Kamus Dewan Edisi Keempat[pi.ha]  Definisi :1 bahagian drpd sesuatu yg di tepi kawasan atau ruang yg berhampiran dgn sesuatu sisi: Ketika menonton itu saya duduk di ~ kanannya. 2 satu drpd dua golongan atau kumpulan orang yg bertentangan pendapat: Kedua-dua belah ~ tidak mahu berdamai. 3 kumpulan orang yg merupakan satu kesatuan golongan orang dlm sesuatu ikatan: ~ kerajaan telah mengambil langkah utk memelihara benih penyu supaya penyu tidak pupus sama sekali. berpihak memihak menyokong atau menyebelahi sesuatu pihak: Dia memujuk saya supaya ~ kpdnya.Kamus Pelajar Edisi Kedua,kata nama,High,pihak,"berpihak, memihak, berpihak-pihak",3
menyokong,[me.nyo.kong]  Definisi :1. menyangga menopang sesuatu supaya jangan rebah atau roboh: beberapa orang ~ dan memapah dia supaya jangan rebah 2. menyatakan persetujuan dan memberi perangsang dgn atau tanpa bantuan kebendaan dll memberi bantuan tenaga wang dll membantu: saya ~ penuh fikiran penulis itu gerila kami ~ pemberontakan merekaKamus Dewan Edisi Keempat[me.nyo.kong]  Definisi :1 menaruh sangga pd sesuatu supaya tidak rebah menyangga menopang. 2 memberikan bantuan baik berupa wang mahupun tenaga dsb membantu: Saya ~ usul saudara tadi.Kamus Pelajar Edisi Kedua,kata nama,High,sokong,"menyokong, sokongan, penyokong",3
tahap,[ta.hap]  Definisi :peringkat tingkat: pemikirannya sudah sampai ke ~ yg begitu tinggi sekarang mereka bolehlah dilatih mengarang ke ~ yg lebih tinggi minyak pelincir yg membawa prestasi enjin ke ~ yg tinggi bertahap ada tahapnya berperingkat bertingkat bertahap-tahap dgn beberapa tahap tahap demi tahap berperingkat-peringkat: projek itu akan dilaksanakan secara ~ dlm tempoh tiga tahun menahapkan membahagikan sesuatu kpd beberapa tahap penahapan perihal proses perbuatan tindakan dsb membahagikan sesuatu kpd beberapa tahap: penggolongan dan ~ sastera dlm tulisan beliau. tahapan Sunda tingkatan pangkat.Kamus Dewan Edisi Keempat[ta.hap]  Definisi :  tahapan had atau takat dlm sesuatu usaha projek dll peringkat tingkat. bertahap bertahap-tahap ada tahapnya berperingkat-peringkat: Pembinaan projek itu ~. menahapkan membahagikan sesuatu kpd beberapa tahap. penahapan proses atau perbuatan menahapkan. setahap 1 satu tahap: Mereka berusaha menguasai teknologi ~ demi ~. Berbekalkan pasukan berpengalaman Belanda tampak ~ lebih baik berbanding pasukan lain. 2 sama tahap dgn: Mereka memang terkenal dan berjaya tetapi jualan album mereka tidaklah ~ yg dicapai penyanyi popular itu.Kamus Pelajar Edisi Kedua,kata nama,High,tahap,bertahap-tahap,1
lebih,[le.bih]  Definisi :1 melampaui had yg biasa bertambah drpd yg dahulu lw kurang: Panjangnya ~ satu meter dan lebarnya kurang sepuluh sentimeter. 2 sesuatu yg tinggal sesudah diambil dll baki sisa: Dia membelanjakan wangnya sepuluh ringgit ~nya disimpan. 3 bertambah semakin: Dia ~ berani berbahas di depan orang ramai sekarang. 4 dlm perbandingan menyatakan sangat .... drpd: Saya ~ senang di sini drpd di sana. ~ kurang kira-kira agak-agak. ~ masa melakukan kerja pd masa luar waktu kerja yg rasmi. lebih-lebih  ~ lagi tambahan pula istimewa pula. berlebih 1 ada bakinya: Takkanlah gaji sebanyak itu tidak ~. 2 banyak sangat: Bilik darjah itu sudah ~ kerusinya. ~ kurang bertolak ansur. berlebih-lebih 1 berlebih banyak: Bekalan yg dikirim terlalu banyak sehingga ~. 2 lebih drpd keadaan yg sebenarnya: Beliau telah menceritakan peristiwa itu dgn ~. berlebihan terlalu atau sangat banyak dll: Membaja pokok secara ~ tidak mendatangkan faedah. melebih berbuat atau berkata lebih drpd yg sebenarnya. melebihi menjadi lebih drpd mengatasi melampaui: Markahnya tidak dpt ~ markah kakaknya. melebihkan 1 menjadikan lebih membanyakkan: Ilmu pengetahuan dpt ditambah dgn ~ pembacaan. 2 menganggap lebih penting atau lebih berguna: Dia ~ ilmu pengetahuan drpd harta benda. melebih-lebihkan menambah-nambah sehingga menjadi lebih drpd yg sebenarnya: Dia pandai ~ perkara yg kecil. terlebih 1 paling lebih pintar kecil mustahak dll: Ahmadlah yg ~ cerdik dlm darjahnya. 2 terlampau banyak dll: Gulai ini ~ garam. lebihan jumlah pendapatan hasil dsb yg lebih banyak drpd yg sepatutnya atau yg lebih drpd yg diperlukan. kelebihan 1 sesuatu yg melebihi kebiasaan keistimewaan: Amin mempunyai ~ yg banyak walaupun kedua-dua belah matanya buta. 2 bilangan yg berlebih atau yg lebih banyak: Joe Frazier menang dlm perlawanan itu dgn mendapat ~ mata. selebih selebihnya baki drpd sesuatu lebihnya.Kamus Pelajar Edisi Kedua,kata nama,High,lebih,"lebih-lebih lagi, berlebih, berlebihan, berlebih-lebihan, melebih, melebih-lebih, melebihi, melebihkan, kelebihan",9
